母牛個体識別番号,母牛オフィシャルID,種雄牛コード,個体識別番号,オフィシャルID,分娩日,子牛品種,出荷・廃用日,出荷・廃用種別,出荷・廃用理由,年月
1509143007,HOJPN001509143007,H黒245　春瑞希,1586947710,,2019-03-03,F1,2019-04-01,出荷,,2019-03-01
1508441036,HOJPN001508441036,29H17576 　　ドリームウィーバー,1586947727,HOJPN001586947727,2019-03-04,ホル雌,2022-08-04,出荷,,2019-03-01
1508441074,HOJPN001508441074,11H11298　　サンフォード,1586947734,HOJPN001586947734,2019-03-06,ホル雌,,,,2019-03-01
1455138232,HOJPN001455138232,11H11298　　サンフォード,1586947741,HOJPN001586947741,2019-03-10,ホル雄,2019-03-25,出荷,,2019-03-01
1509143168,HOJPN001509143168,511H11228♀　スカイクレスト,1586947758,HOJPN001586947758,2019-03-11,ホル雄,2019-04-01,出荷,,2019-03-01
1508441098,HOJPN001508441098,11H11298　　サンフォード,1586947765,HOJPN001586947765,2019-03-14,ホル雌,2024-09-30,出荷,,2019-03-01
1509142888,HOJPN001509142888,629H16667　トップシー♀,1586947772,HOJPN001586947772,2019-03-15,ホル雌,2023-02-16,出荷,,2019-03-01
1509143106,HOJPN001509143106,H黒245　春瑞希,1586947789,,2019-03-16,F1,2019-04-01,出荷,,2019-03-01
1509142789,HOJPN001509142789,H黒245　春瑞希,1586947796,,2019-03-18,F1,2019-04-01,出荷,,2019-03-01
1509142963,HOJPN001509142963,H黒245　春瑞希,1586947802,,2019-03-21,F1,2019-04-01,出荷,,2019-03-01
1509142895,HOJPN001509142895,H黒245　春瑞希,1586947819,,2019-03-22,F1,2019-04-01,出荷,,2019-03-01
1355035723,HOJPN001355035723,11H11272　ギルクレスト,1586947826,HOJPN001586947826,2019-03-23,ホル雌,2022-09-08,出荷,,2019-03-01
1355035853,HOJPN001355035853,11H11228　スカイクレスト,1586947833,HOJPN001586947833,2019-03-26,ホル雄,2019-04-08,出荷,,2019-03-01
1509143038,HOJPN001509143038,H黒245　春瑞希,1586947840,,2019-03-27,F1,2019-04-08,出荷,,2019-03-01
1509142635,HOJPN001509142635,H黒245　春瑞希,1586947864,,2019-03-29,F1,2019-04-08,出荷,,2019-03-01
1509143045,HOJPN001509143045,H黒245　春瑞希,1586947871,,2019-03-29,F1,2019-04-08,出荷,,2019-03-01
1509142970,HOJPN001509142970,H黒245　春瑞希,1586947888,,2019-03-30,F1,2019-04-08,出荷,,2019-03-01
1355036607,HOJPN001355036607,11H11272　ギルクレスト,1586947901,HOJPN001586947901,2019-03-31,ホル雄,2019-04-15,出荷,,2019-03-01
1455137471,HOJPN001455137471,11H11272　ギルクレスト,1586947895,HOJPN001586947895,2019-03-31,ホル雄,2019-04-22,出荷,,2019-03-01
1508339821,HOJPN001508339821,29H17576 　　ドリームウィーバー,1586947918,HOJPN001586947918,2019-04-05,ホル雄,2019-04-22,出荷,,2019-04-01
1455137228,HOJPN001455137228,29H17576 　　ドリームウィーバー,1586947925,HOJPN001586947925,2019-04-10,ホル雌,2021-06-22,出荷,,2019-04-01
1508440985,HOJPN001508440985,629H17576　ドリームウィーバ　♀,1586947932,HOJPN001586947932,2019-04-11,ホル雌,,,,2019-04-01
1508441104,HOJPN001508441104,11H11272　ギルクレスト,1586947949,HOJPN001586947949,2019-04-15,ホル雌,2023-11-30,廃用,その他,2019-04-01
1509143281,HOJPN001509143281,629H16667　トップシー♀,1586947956,HOJPN001586947956,2019-04-17,ホル雌,2022-08-23,出荷,,2019-04-01
1509143274,HOJPN001509143274,629H16667　トップシー♀,1586947963,HOJPN001586947963,2019-04-18,ホル雌,,,,2019-04-01
1508441425,HOJPN001508441425,629H16667　トップシー♀,1586947970,HOJPN001586947970,2019-04-21,ホル雌,,,,2019-04-01
1355036096,HOJPN001355036096,H黒163　北百合忠,1586947987,,2019-04-23,F1,2019-05-06,出荷,,2019-04-01
1509143298,HOJPN001509143298,629H16667　トップシー♀,1586947994,HOJPN001586947994,2019-04-30,ホル雌,,,,2019-04-01
1509143175,HOJPN001509143175,H黒245　春瑞希,1586948007,,2019-05-02,F1,2019-05-06,出荷,,2019-05-01
1508440374,HOJPN001508440374,11H11298　　サンフォード,1586948021,HOJPN001586948021,2019-05-03,ホル雄,2019-05-20,出荷,,2019-05-01
1508441227,HOJPN001508441227,29H17576 　　ドリームウィーバー,1586948038,HOJPN001586948038,2019-05-06,ホル雌,2022-01-05,出荷,,2019-05-01
1355036690,HOJPN001355036690,29H17576 　　ドリームウィーバー,1586948045,HOJPN001586948045,2019-05-08,ホル雄,2019-05-20,出荷,,2019-05-01
1509143427,HOJPN001509143427,511H11298　サンフォード♀,1586948052,HOJPN001586948052,2019-05-09,ホル雌,2025-05-21,出荷,,2019-05-01
1508441500,HOJPN001508441500,511H11298　サンフォード♀,1586948069,HOJPN001586948069,2019-05-11,ホル雄,2019-05-27,出荷,,2019-05-01
1354238965,HOJPN001354238965,29H17576 　　ドリームウィーバー,1586948076,HOJPN001586948076,2019-05-15,ホル雄,2019-06-03,出荷,,2019-05-01
1509143090,HOJPN001509143090,H黒245　春瑞希,1586948083,,2019-05-16,F1,2019-05-27,出荷,,2019-05-01
1302030979,HOJPN001302030979,11H11100　エバグレード,1586948090,HOJPN001586948090,2019-05-17,ホル雌,2022-03-25,出荷,,2019-05-01
1509143458,HOJPN001509143458,H黒245　春瑞希,1586948106,,2019-05-18,F1,2019-05-27,出荷,,2019-05-01
1509143267,HOJPN001509143267,511H11100 　　エバグレード♀,1586948113,HOJPN001586948113,2019-05-22,ホル雌,,,,2019-05-01
1354239450,HOJPN001354239450,,,,2019-05-23,その他,,,,2019-05-01
1508441180,HOJPN001508441180,11H11100　エバグレード,1586948137,HOJPN001586948137,2019-05-25,ホル雌,2025-03-01,出荷,,2019-05-01
1455138294,HOJPN001455138294,11H11272　ギルクレスト,1586948144,HOJPN001586948144,2019-05-26,ホル雄,2019-06-10,出荷,,2019-05-01
1354238491,HOJPN001354238491,11H11272　ギルクレスト,1586948151,HOJPN001586948151,2019-05-26,ホル雌,,,,2019-05-01
1508440992,HOJPN001508440992,511H11100 　　エバグレード♀,1586948168,HOJPN001586948168,2019-05-26,ホル雌,,,,2019-05-01
1508440886,HOJPN001508440886,11H11298　　サンフォード,1586948175,HOJPN001586948175,2019-05-27,ホル雄,2019-06-10,出荷,,2019-05-01
1354239351,HOJPN001354239351,29H16667　トップシー,1586948182,HOJPN001586948182,2019-05-30,ホル雌,2019-06-10,出荷,,2019-05-01
1354239351,HOJPN001354239351,29H16667　トップシー,1586948199,HOJPN001586948199,2019-05-30,ホル雄,2019-06-10,出荷,,2019-05-01
1354239351,HOJPN001354239351,29H16667　トップシー,1586948182,HOJPN001586948182,2019-05-30,ホル雌,2019-06-10,出荷,,2019-05-01
1354239351,HOJPN001354239351,29H16667　トップシー,1586948199,HOJPN001586948199,2019-05-30,ホル雄,2019-06-10,出荷,,2019-05-01
1354238309,HOJPN001354238309,629H16667　トップシー♀,1586948205,HOJPN001586948205,2019-06-01,ホル雌,2022-10-29,廃用,起立不能,2019-06-01
1509143342,HOJPN001509143342,H黒245　春瑞希,1586948212,,2019-06-03,F1,2019-06-17,出荷,,2019-06-01
